"","Gene","CpG_ratio","status"
"5255","Mfran_g7245 ",0.663239,"weakly"
"5256","Mfran_g7246 ",0.909161,"weakly"
"5257","Mfran_g7247 ",0.636992,"weakly"
"5258","Mfran_g7248 ",1.20842,"weakly"
"5259","Mfran_g7249 ",0.884808,"weakly"
"5260","Mfran_g7250 ",0.730213,"weakly"
"5261","Mfran_g7251 ",0.668563,"weakly"
"5262","Mfran_g7254 ",0.497894,"heavily"
"5263","Mfran_g7255 ",0.904285,"weakly"
"5264","Mfran_g7258 ",0.396191,"heavily"
"5265","Mfran_g7259 ",0.581034,"weakly"
"5266","Mfran_g7260 ",0.422511,"heavily"
"5267","Mfran_g7261 ",0.408913,"heavily"
"5268","Mfran_g7262 ",0.829536,"weakly"
"5269","Mfran_g7263 ",0.895624,"weakly"
"5270","Mfran_g7264 ",0.850192,"weakly"
"5271","Mfran_g7266 ",0.723762,"weakly"
"5272","Mfran_g7267 ",0.788457,"weakly"
"5273","Mfran_g7268 ",0.305824,"heavily"
"5274","Mfran_g7269 ",0.594099,"weakly"
"5275","Mfran_g7272 ",0.306217,"heavily"
"5276","Mfran_g7273.1 ",0.427423,"heavily"
"5277","Mfran_g7274.1 ",0.207989,"heavily"
"5278","Mfran_g7275 ",0.592682,"weakly"
"5279","Mfran_g7277 ",0.636771,"weakly"
"5280","Mfran_g7278 ",0.46401,"heavily"
"5281","Mfran_g7279 ",0.799956,"weakly"
"5282","Mfran_g7281 ",0.361792,"heavily"
"5283","Mfran_g7282.1 ",0.442662,"heavily"
"5284","Mfran_g7283.1 ",0.498157,"heavily"
"5285","Mfran_g7284.1 ",0.466283,"heavily"
"5286","Mfran_g7285 ",0.494871,"heavily"
"5287","Mfran_g7286 ",0.867885,"weakly"
"5288","Mfran_g7288.1 ",0.591702,"weakly"
"5289","Mfran_g7289 ",0.393425,"heavily"
"5290","Mfran_g7291 ",0.610088,"weakly"
"5291","Mfran_g7293 ",0.518249,"heavily"
"5292","Mfran_g7294 ",0.629242,"weakly"
"5293","Mfran_g7295 ",0.610874,"weakly"
"5294","Mfran_g7296 ",0.270039,"heavily"
"5295","Mfran_g7297 ",0.581674,"weakly"
"5296","Mfran_g7298 ",0.420009,"heavily"
"5297","Mfran_g7304 ",0.356053,"heavily"
"5298","Mfran_g7305 ",0.473427,"heavily"
"5299","Mfran_g7308 ",0.469845,"heavily"
"5300","Mfran_g7309 ",0.691965,"weakly"
"5301","Mfran_g7311 ",0.416667,"heavily"
"5302","Mfran_g7313 ",0.673836,"weakly"
"5303","Mfran_g7314 ",0.283358,"heavily"
"5304","Mfran_g7315 ",0.889693,"weakly"
"5305","Mfran_g7316 ",0.448278,"heavily"
"5306","Mfran_g7318 ",0.331495,"heavily"
"5307","Mfran_g7319 ",0.496779,"heavily"
"5308","Mfran_g7321 ",0.720499,"weakly"
"5309","Mfran_g7322.1 ",0.451742,"heavily"
"5310","Mfran_g7323.1 ",0.33504,"heavily"
"5311","Mfran_g7324.1 ",0.556145,"weakly"
"5312","Mfran_g7325 ",1.04135,"weakly"
"5313","Mfran_g7326 ",0.598419,"weakly"
"5314","Mfran_g7327 ",0.471321,"heavily"
"5315","Mfran_g7328 ",0.499458,"heavily"
"5316","Mfran_g7329 ",0.494481,"heavily"
"5317","Mfran_g7331 ",0.601039,"weakly"
"5318","Mfran_g7332 ",0.584862,"weakly"
"5319","Mfran_g7333 ",0.404138,"heavily"
"5320","Mfran_g7335 ",1.2202,"weakly"
"5321","Mfran_g7336 ",0.633041,"weakly"
"5322","Mfran_g7337 ",0.457571,"heavily"
"5323","Mfran_g7338.1 ",0.503577,"heavily"
"5324","Mfran_g7339 ",0.345725,"heavily"
"5325","Mfran_g7340 ",0.72819,"weakly"
"5326","Mfran_g7346 ",0.541815,"heavily"
"5327","Mfran_g7347 ",0.704207,"weakly"
"5328","Mfran_g7348 ",0.686286,"weakly"
"5329","Mfran_g7350 ",0.388417,"heavily"
"5330","Mfran_g7351 ",0.818815,"weakly"
"5331","Mfran_g7352 ",0.445246,"heavily"
"5332","Mfran_g7353.1 ",0.89947,"weakly"
"5333","Mfran_g7355 ",0.531717,"heavily"
"5334","Mfran_g7356 ",0.386121,"heavily"
"5335","Mfran_g7357 ",0.613225,"weakly"
"5336","Mfran_g7358 ",0.449028,"heavily"
"5337","Mfran_g7359 ",0.507469,"heavily"
"5338","Mfran_g7360 ",0.550083,"weakly"
"5339","Mfran_g7361 ",0.579015,"weakly"
"5340","Mfran_g7362 ",0.383027,"heavily"
"5341","Mfran_g7364 ",0.810109,"weakly"
"5342","Mfran_g7365 ",0.694118,"weakly"
"5343","Mfran_g7370 ",0.394317,"heavily"
"5344","Mfran_g7373 ",0.550814,"weakly"
"5345","Mfran_g7376 ",0.516931,"heavily"
"5346","Mfran_g7377 ",0.740303,"weakly"
"5347","Mfran_g7378 ",0.448102,"heavily"
"5348","Mfran_g7379 ",0.333223,"heavily"
"5349","Mfran_g7380 ",0.536417,"heavily"
"5350","Mfran_g7385 ",0.699844,"weakly"
"5351","Mfran_g7387 ",0.513196,"heavily"
"5352","Mfran_g7392 ",0.55428,"weakly"
"5353","Mfran_g7394 ",0.521606,"heavily"
"5354","Mfran_g7395 ",0.503114,"heavily"
"5355","Mfran_g7397 ",0.527203,"heavily"
"5356","Mfran_g7398 ",0.507628,"heavily"
"5357","Mfran_g7399 ",0.754167,"weakly"
"5358","Mfran_g7400 ",0.870505,"weakly"
"5359","Mfran_g7401 ",0.871515,"weakly"
"5360","Mfran_g7402 ",0.742431,"weakly"
"5361","Mfran_g7403 ",0.994872,"weakly"
"5362","Mfran_g7404 ",0.454903,"heavily"
"5363","Mfran_g7405 ",0.713257,"weakly"
"5364","Mfran_g7406 ",0.965834,"weakly"
"5365","Mfran_g7408 ",1.16772,"weakly"
"5366","Mfran_g7409 ",1.00721,"weakly"
"5367","Mfran_g7410 ",0.573426,"weakly"
"5368","Mfran_g7412 ",0.466483,"heavily"
"5369","Mfran_g7413 ",0.706662,"weakly"
"5370","Mfran_g7414.1 ",0.374215,"heavily"
"5371","Mfran_g7415 ",0.392568,"heavily"
"5372","Mfran_g7417.1 ",0.336096,"heavily"
"5373","Mfran_g7418 ",0.337115,"heavily"
"5374","Mfran_g7419 ",0.580479,"weakly"
"5375","Mfran_g7420 ",0.265016,"heavily"
"5376","Mfran_g7422 ",0.330651,"heavily"
"5377","Mfran_g7424 ",0.238482,"heavily"
"5378","Mfran_g7425 ",0.391734,"heavily"
"5379","Mfran_g7426 ",0.368282,"heavily"
"5380","Mfran_g7427 ",0.720881,"weakly"
"5381","Mfran_g7430 ",1.25905,"weakly"
"5382","Mfran_g7431 ",0.8077,"weakly"
"5383","Mfran_g7432 ",0.79145,"weakly"
"5384","Mfran_g7433 ",0.5523,"weakly"
"5385","Mfran_g7434 ",0.345478,"heavily"
"5386","Mfran_g7435 ",1.19114,"weakly"
"5387","Mfran_g7436.1 ",0.559779,"weakly"
"5388","Mfran_g7437.1 ",0.418821,"heavily"
"5389","Mfran_g7438 ",0.431205,"heavily"
"5390","Mfran_g7439.1 ",0.398841,"heavily"
"5391","Mfran_g7440 ",1.05301,"weakly"
"5392","Mfran_g7441 ",0.405864,"heavily"
"5393","Mfran_g7442 ",0.461038,"heavily"
"5394","Mfran_g7448 ",0.761696,"weakly"
"5395","Mfran_g7449 ",0.319758,"heavily"
"5396","Mfran_g7450 ",0.694179,"weakly"
"5397","Mfran_g7451.1 ",0.943369,"weakly"
"5398","Mfran_g7452 ",0.621659,"weakly"
"5399","Mfran_g7453 ",0.870937,"weakly"
"5400","Mfran_g7456 ",0.474329,"heavily"
"5401","Mfran_g7457 ",0.955053,"weakly"
"5402","Mfran_g7458 ",0.390281,"heavily"
"5403","Mfran_g7459 ",0.846563,"weakly"
"5404","Mfran_g7460 ",1.16346,"weakly"
"5405","Mfran_g7461 ",0.537019,"heavily"
"5406","Mfran_g7462 ",0.546703,"heavily"
"5407","Mfran_g7464 ",0.551371,"weakly"
"5408","Mfran_g7467 ",0.532194,"heavily"
"5409","Mfran_g7468 ",0.723531,"weakly"
"5410","Mfran_g7469 ",0.767008,"weakly"
"5411","Mfran_g7470 ",0.286648,"heavily"
"5412","Mfran_g7471 ",0.339862,"heavily"
"5413","Mfran_g7472 ",0.430985,"heavily"
"5414","Mfran_g7473.1 ",0.386232,"heavily"
"5415","Mfran_g7474 ",0.292026,"heavily"
"5416","Mfran_g7475 ",0.254161,"heavily"
"5417","Mfran_g7477 ",0.483593,"heavily"
"5418","Mfran_g7480 ",0.291627,"heavily"
"5419","Mfran_g7481 ",0.477459,"heavily"
"5420","Mfran_g7484 ",0.965114,"weakly"
"5421","Mfran_g7485 ",0.554332,"weakly"
"5422","Mfran_g7486 ",0.834267,"weakly"
"5423","Mfran_g7487 ",0.697736,"weakly"
"5424","Mfran_g7488 ",0.479527,"heavily"
"5425","Mfran_g7491 ",0.539683,"heavily"
"5426","Mfran_g7492 ",0.807555,"weakly"
"5427","Mfran_g7494 ",0.355561,"heavily"
"5428","Mfran_g7495 ",0.343563,"heavily"
"5429","Mfran_g7496 ",0.395037,"heavily"
"5430","Mfran_g7497 ",0.899888,"weakly"
"5431","Mfran_g7498 ",0.80312,"weakly"
"5432","Mfran_g7499 ",0.955019,"weakly"
"5433","Mfran_g7501.1 ",0.645083,"weakly"
"5434","Mfran_g7502 ",0.485189,"heavily"
"5435","Mfran_g7503 ",0.452414,"heavily"
"5436","Mfran_g7505 ",0.49336,"heavily"
"5437","Mfran_g7506 ",0.448792,"heavily"
"5438","Mfran_g7507 ",0.639021,"weakly"
"5439","Mfran_g7509 ",0.672125,"weakly"
"5440","Mfran_g7510 ",0.629172,"weakly"
"5441","Mfran_g7511 ",0.668564,"weakly"
"5442","Mfran_g7512 ",0.610364,"weakly"
"5443","Mfran_g7513 ",0.578205,"weakly"
"5444","Mfran_g7514 ",0.712981,"weakly"
"5445","Mfran_g7515 ",0.636677,"weakly"
"5446","Mfran_g7516 ",0.813575,"weakly"
"5447","Mfran_g7518 ",0.64241,"weakly"
"5448","Mfran_g7521 ",0.881146,"weakly"
"5449","Mfran_g7522.1 ",0.572895,"weakly"
"5450","Mfran_g7523 ",0.488434,"heavily"
"5451","Mfran_g7524 ",0.657422,"weakly"
"5452","Mfran_g7525 ",0.612478,"weakly"
"5453","Mfran_g7526 ",0.519494,"heavily"
"5454","Mfran_g7527.1 ",0.544905,"heavily"
"5455","Mfran_g7529 ",0.317213,"heavily"
"5456","Mfran_g7530 ",0.517767,"heavily"
"5457","Mfran_g7532.2 ",0.392344,"heavily"
"5458","Mfran_g7540 ",0.68132,"weakly"
"5459","Mfran_g7541 ",0.229135,"heavily"
"5460","Mfran_g7542 ",0.730324,"weakly"
"5461","Mfran_g7543 ",0.346619,"heavily"
"5462","Mfran_g7545 ",0.285433,"heavily"
"5463","Mfran_g7546.1 ",0.814989,"weakly"
"5464","Mfran_g7547 ",0.545306,"heavily"
"5465","Mfran_g7548.1 ",0.568434,"weakly"
"5466","Mfran_g7550 ",0.850262,"weakly"
"5467","Mfran_g7551 ",0.491399,"heavily"
"5468","Mfran_g7552 ",0.356299,"heavily"
"5469","Mfran_g7554 ",0.525397,"heavily"
"5470","Mfran_g7555 ",0.852877,"weakly"
"5471","Mfran_g7556 ",0.843837,"weakly"
"5472","Mfran_g7557 ",0.702238,"weakly"
"5473","Mfran_g7558 ",0.835236,"weakly"
"5474","Mfran_g7559 ",0.546085,"heavily"
"5475","Mfran_g7560 ",0.750271,"weakly"
"5476","Mfran_g7563 ",1.04673,"weakly"
"5477","Mfran_g7565 ",1.24539,"weakly"
"5478","Mfran_g7566 ",1.02217,"weakly"
"5479","Mfran_g7567 ",0.531406,"heavily"
"5480","Mfran_g7568 ",0.504689,"heavily"
"5481","Mfran_g7569 ",0.565175,"weakly"
"5482","Mfran_g7570 ",0.53101,"heavily"
"5483","Mfran_g7572 ",0.721554,"weakly"
"5484","Mfran_g7573 ",0.511992,"heavily"
"5485","Mfran_g7575.1 ",0.401169,"heavily"
"5486","Mfran_g7576.1 ",0.450473,"heavily"
"5487","Mfran_g7577 ",0.430902,"heavily"
"5488","Mfran_g7581 ",0.832368,"weakly"
"5489","Mfran_g7584 ",0.373415,"heavily"
"5490","Mfran_g7588.1 ",0.8252,"weakly"
"5491","Mfran_g7591 ",0.897809,"weakly"
"5492","Mfran_g7592.1 ",0.888414,"weakly"
"5493","Mfran_g7594 ",0.891882,"weakly"
"5494","Mfran_g7595 ",0.527576,"heavily"
"5495","Mfran_g7596 ",0.925216,"weakly"
"5496","Mfran_g7597c ",0.432765,"heavily"
"5497","Mfran_g7600 ",0.341564,"heavily"
"5498","Mfran_g7603 ",0.329554,"heavily"
"5499","Mfran_g7604 ",0.397348,"heavily"
"5500","Mfran_g7605 ",0.416497,"heavily"
"5501","Mfran_g7606 ",0.313397,"heavily"
"5502","Mfran_g7607 ",0.284583,"heavily"
"5503","Mfran_g7609 ",0.419978,"heavily"
"5504","Mfran_g7619 ",0.409611,"heavily"
"5505","Mfran_g7620 ",0.253686,"heavily"
"5506","Mfran_g7623 ",0.544296,"heavily"
"5507","Mfran_g7624 ",0.686466,"weakly"
"5508","Mfran_g7625 ",0.247531,"heavily"
"5509","Mfran_g7626 ",0.427568,"heavily"
"5510","Mfran_g7629 ",0.447364,"heavily"
"5511","Mfran_g7631 ",0.699402,"weakly"
"5512","Mfran_g7632 ",0.452198,"heavily"
"5513","Mfran_g7633 ",0.18929,"heavily"
"5514","Mfran_g7635.1 ",0.302902,"heavily"
"5515","Mfran_g7636 ",0.318176,"heavily"
"5516","Mfran_g7637 ",0.398994,"heavily"
"5517","Mfran_g7638 ",0.20297,"heavily"
"5518","Mfran_g7640 ",0.677381,"weakly"
"5519","Mfran_g7641.1 ",0.495465,"heavily"
"5520","Mfran_g7642 ",0.469542,"heavily"
"5521","Mfran_g7643 ",0.397869,"heavily"
"5522","Mfran_g7644 ",0.229263,"heavily"
"5523","Mfran_g7645 ",0.232975,"heavily"
"5524","Mfran_g7646 ",0.721007,"weakly"
"5525","Mfran_g7648 ",0.3466,"heavily"
"5526","Mfran_g7650 ",0.302954,"heavily"
"5527","Mfran_g7651 ",0.273509,"heavily"
"5528","Mfran_g7653 ",0.515068,"heavily"
"5529","Mfran_g7654 ",0.396187,"heavily"
"5530","Mfran_g7655 ",0.25905,"heavily"
"5531","Mfran_g7656 ",0.858613,"weakly"
"5532","Mfran_g7657 ",0.587352,"weakly"
"5533","Mfran_g7658 ",0.407328,"heavily"
"5534","Mfran_g7659 ",1.11109,"weakly"
"5535","Mfran_g7660 ",0.918435,"weakly"
"5536","Mfran_g7662 ",0.27671,"heavily"
"5537","Mfran_g7664 ",0.316771,"heavily"
"5538","Mfran_g7668 ",0.402589,"heavily"
"5539","Mfran_g7669 ",0.303395,"heavily"
"5540","Mfran_g7671 ",0.240224,"heavily"
"5541","Mfran_g7672 ",0.790592,"weakly"
"5542","Mfran_g7673 ",0.849677,"weakly"
"5543","Mfran_g7674 ",0.403377,"heavily"
"5544","Mfran_g7676 ",0.213279,"heavily"
"5545","Mfran_g7678 ",0.714827,"weakly"
"5546","Mfran_g7681 ",0.460005,"heavily"
"5547","Mfran_g7685 ",0.320342,"heavily"
"5548","Mfran_g7686 ",0.390315,"heavily"
"5549","Mfran_g7687 ",0.916627,"weakly"
"5550","Mfran_g7688 ",0.741142,"weakly"
"5551","Mfran_g7691 ",0.71679,"weakly"
"5552","Mfran_g7692 ",0.746829,"weakly"
"5553","Mfran_g7696 ",0.715756,"weakly"
"5554","Mfran_g7697 ",0.750666,"weakly"
"5555","Mfran_g7698 ",0.732793,"weakly"
"5556","Mfran_g7699.1 ",0.408408,"heavily"
"5557","Mfran_g7702 ",0.58063,"weakly"
"5558","Mfran_g7703 ",0.862173,"weakly"
"5559","Mfran_g7704 ",0.71122,"weakly"
"5560","Mfran_g7705 ",0.753973,"weakly"
"5561","Mfran_g7707 ",0.816589,"weakly"
"5562","Mfran_g7708 ",0.989175,"weakly"
"5563","Mfran_g7709 ",0.855214,"weakly"
"5564","Mfran_g7712 ",0.852233,"weakly"
"5565","Mfran_g7713 ",0.940017,"weakly"
"5566","Mfran_g7714 ",0.869023,"weakly"
"5567","Mfran_g7716 ",0.882398,"weakly"
"5568","Mfran_g7717 ",0.825146,"weakly"
"5569","Mfran_g7720 ",0.543595,"heavily"
"5570","Mfran_g7721 ",0.577296,"weakly"
"5571","Mfran_g7724 ",0.523156,"heavily"
"5572","Mfran_g7726 ",0.641577,"weakly"
"5573","Mfran_g7729 ",0.290298,"heavily"
"5574","Mfran_g7730 ",0.690011,"weakly"
"5575","Mfran_g7731 ",0.317513,"heavily"
"5576","Mfran_g7733.1 ",0.420674,"heavily"
"5577","Mfran_g7734 ",0.855037,"weakly"
"5578","Mfran_g7736 ",0.451986,"heavily"
"5579","Mfran_g7737 ",0.551338,"weakly"
"5580","Mfran_g7738 ",0.787673,"weakly"
"5581","Mfran_g7739 ",0.319104,"heavily"
"5582","Mfran_g7740 ",0.489832,"heavily"
"5583","Mfran_g7741 ",0.887061,"weakly"
"5584","Mfran_g7742 ",0.319347,"heavily"
"5585","Mfran_g7743 ",0.325687,"heavily"
"5586","Mfran_g7744 ",0.310448,"heavily"
"5587","Mfran_g7746 ",0.875122,"weakly"
"5588","Mfran_g7748 ",0.341328,"heavily"
"5589","Mfran_g7749 ",0.62216,"weakly"
"5590","Mfran_g7750 ",0.447125,"heavily"
"5591","Mfran_g7752 ",0.58704,"weakly"
"5592","Mfran_g7753 ",0.424939,"heavily"
"5593","Mfran_g7754 ",0.360964,"heavily"
"5594","Mfran_g7755 ",0.705724,"weakly"
"5595","Mfran_g7756 ",0.784611,"weakly"
"5596","Mfran_g7757 ",0.654683,"weakly"
"5597","Mfran_g7758 ",0.880528,"weakly"
"5598","Mfran_g7761 ",0.733736,"weakly"
"5599","Mfran_g7762 ",0.39564,"heavily"
"5600","Mfran_g7763 ",0.111788,"heavily"
"5601","Mfran_g7764 ",0.694996,"weakly"
"5602","Mfran_g7765 ",0.108953,"heavily"
"5603","Mfran_g7766 ",0.435925,"heavily"
"5604","Mfran_g7767 ",0.447522,"heavily"
"5605","Mfran_g7768 ",0.28814,"heavily"
"5606","Mfran_g7769 ",0.231792,"heavily"
"5607","Mfran_g7772 ",0.276137,"heavily"
"5608","Mfran_g7773 ",0.222185,"heavily"
"5609","Mfran_g7774 ",0.495831,"heavily"
"5610","Mfran_g7777 ",0.121416,"heavily"
"5611","Mfran_g7778.1 ",0.38046,"heavily"
"5612","Mfran_g7780 ",0.200669,"heavily"
"5613","Mfran_g7782 ",0.204036,"heavily"
"5614","Mfran_g7783 ",0.328608,"heavily"
"5615","Mfran_g7785 ",0.333125,"heavily"
"5616","Mfran_g7786 ",0.175849,"heavily"
"5617","Mfran_g7787 ",0.20845,"heavily"
"5618","Mfran_g7789.1 ",0.372247,"heavily"
"5619","Mfran_g7790 ",0.319576,"heavily"
"5620","Mfran_g7793 ",0.350108,"heavily"
"5621","Mfran_g7794.1 ",0.251581,"heavily"
"5622","Mfran_g7795 ",0.899853,"weakly"
"5623","Mfran_g7796 ",0.503838,"heavily"
"5624","Mfran_g7798.2 ",0.211333,"heavily"
"5625","Mfran_g7799.1 ",0.306401,"heavily"
"5626","Mfran_g7801 ",0.250467,"heavily"
"5627","Mfran_g7804 ",0.700717,"weakly"
"5628","Mfran_g7810 ",1.04322,"weakly"
"5629","Mfran_g25508 ",0.885292,"weakly"
"5630","Mfran_g25509 ",0.709338,"weakly"
"5631","Mfran_g25511 ",0.582677,"weakly"
"5632","Mfran_g25513 ",0.511957,"heavily"
"5633","Mfran_g25519 ",0.485799,"heavily"
"5634","Mfran_g25520 ",0.785862,"weakly"
"5635","Mfran_g25522.1 ",0.618898,"weakly"
"5636","Mfran_g25523 ",1.19904,"weakly"
"5637","Mfran_g25524 ",1.1202,"weakly"
"5638","Mfran_g25525 ",1.1202,"weakly"
"5639","Mfran_g25526 ",1.14123,"weakly"
"5640","Mfran_g25539 ",0.516957,"heavily"
"5641","Mfran_g25540 ",0.494899,"heavily"
"5642","Mfran_g25543 ",0.580308,"weakly"
"5643","Mfran_g25544 ",0.459263,"heavily"
"5644","Mfran_g25545 ",0.535466,"heavily"
"5645","Mfran_g25546 ",0.603731,"weakly"
"5646","Mfran_g25547 ",0.711203,"weakly"
"5647","Mfran_g25548 ",0.574882,"weakly"
"5648","Mfran_g25549 ",0.185533,"heavily"
"5649","Mfran_g25550 ",0.407339,"heavily"
"5650","Mfran_g25556 ",0.918661,"weakly"
"5651","Mfran_g25558 ",0.629467,"weakly"
"5652","Mfran_g25559 ",1.02835,"weakly"
"5653","Mfran_g25560 ",0.530615,"heavily"
"5654","Mfran_g25562 ",1.1985,"weakly"
"5655","Mfran_g25564 ",0.506952,"heavily"
"5656","Mfran_g25566 ",0.490526,"heavily"
"5657","Mfran_g25569 ",0.536321,"heavily"
"5658","Mfran_g25571 ",0.495065,"heavily"
"5659","Mfran_g25574 ",0.671455,"weakly"
"5660","Mfran_g25578 ",0.710047,"weakly"
"5661","Mfran_g25580 ",0.73071,"weakly"
"5662","Mfran_g25584 ",0.73321,"weakly"
"5663","Mfran_g25585 ",0.649266,"weakly"
"5664","Mfran_g25587 ",0.480209,"heavily"
"5665","Mfran_g25591 ",0.74595,"weakly"
"5666","Mfran_g25592 ",0.645268,"weakly"
"5667","Mfran_g25595 ",0.547229,"heavily"
"5668","Mfran_g25596 ",0.620368,"weakly"
"5669","Mfran_g25599.1 ",0.371353,"heavily"
"5670","Mfran_g25600 ",0.409271,"heavily"
"5671","Mfran_g25601 ",0.40151,"heavily"
"5672","Mfran_g25602 ",0.808402,"weakly"
"5673","Mfran_g25603 ",1.19059,"weakly"
"5674","Mfran_g25604 ",1.23206,"weakly"
"5675","Mfran_g25608 ",0.836278,"weakly"
"5676","Mfran_g25609 ",0.708238,"weakly"
"5677","Mfran_g25610 ",0.597176,"weakly"
"5678","Mfran_g25611 ",0.47548,"heavily"
"5679","Mfran_g25612 ",0.723819,"weakly"
"5680","Mfran_g25613 ",0.621412,"weakly"
"5681","Mfran_g25614 ",0.744378,"weakly"
"5682","Mfran_g25615 ",0.557248,"weakly"
"5683","Mfran_g25620 ",0.638554,"weakly"
"5684","Mfran_g25621 ",0.762073,"weakly"
"5685","Mfran_g25625 ",0.642055,"weakly"
"5686","Mfran_g25627 ",0.766382,"weakly"
"5687","Mfran_g25631 ",0.810007,"weakly"
"5688","Mfran_g25633 ",0.644009,"weakly"
"5689","Mfran_g25639 ",0.478773,"heavily"
"5690","Mfran_g25640 ",0.714415,"weakly"
"5691","Mfran_g25641 ",1.00477,"weakly"
"5692","Mfran_g25646 ",0.514241,"heavily"
"5693","Mfran_g25647 ",0.968723,"weakly"
"5694","Mfran_g25651 ",0.828823,"weakly"
"5695","Mfran_g25657 ",0.363119,"heavily"
"5696","Mfran_g25659 ",0.829721,"weakly"
"5697","Mfran_g25660.1 ",0.523344,"heavily"
"5698","Mfran_g25661 ",0.565813,"weakly"
"5699","Mfran_g25666 ",0.519664,"heavily"
"5700","Mfran_g25669 ",0.60198,"weakly"
"5701","Mfran_g25670 ",0.878662,"weakly"
"5702","Mfran_g25671 ",0.674336,"weakly"
"5703","Mfran_g25678 ",0.855378,"weakly"
"5704","Mfran_g25680 ",0.637831,"weakly"
"5705","Mfran_g25681 ",0.592782,"weakly"
"5706","Mfran_g25691 ",0.812269,"weakly"
"5707","Mfran_g25695 ",0.929131,"weakly"
"5708","Mfran_g25696 ",0.70261,"weakly"
"5709","Mfran_g25697 ",0.535613,"heavily"
"5710","Mfran_g25699 ",0.750898,"weakly"
"5711","Mfran_g25700 ",0.540036,"heavily"
"5712","Mfran_g25702 ",0.687469,"weakly"
"5713","Mfran_g25704.1 ",0.603359,"weakly"
"5714","Mfran_g25706 ",0.792902,"weakly"
"5715","Mfran_g25707 ",0.771604,"weakly"
"5716","Mfran_g25710 ",0.316742,"heavily"
"5717","Mfran_g25711 ",0.635834,"weakly"
"5718","Mfran_g25714 ",0.687469,"weakly"
"5719","Mfran_g25715.1 ",0.612397,"weakly"
"5720","Mfran_g25717 ",0.768951,"weakly"
"5721","Mfran_g25718 ",0.787521,"weakly"
"5722","Mfran_g25727 ",0.837652,"weakly"
"5723","Mfran_g25729 ",0.525985,"heavily"
"5724","Mfran_g25730 ",0.874172,"weakly"
"5725","Mfran_g25731.1 ",0.68589,"weakly"
"5726","Mfran_g25732 ",0.711229,"weakly"
"5727","Mfran_g25739 ",0.915027,"weakly"
"5728","Mfran_g25742 ",0.724808,"weakly"
"5729","Mfran_g25744.1 ",0.658043,"weakly"
"5730","Mfran_g25767 ",0.730531,"weakly"
"5731","Mfran_g25769 ",0.865048,"weakly"
"5732","Mfran_g25771 ",0.756112,"weakly"
"5733","Mfran_g25772 ",0.923079,"weakly"
"5734","Mfran_g25773 ",0.888225,"weakly"
"5735","Mfran_g25775 ",0.912231,"weakly"
"5736","Mfran_g25780 ",0.549705,"heavily"
"5737","Mfran_g25784 ",0.78367,"weakly"
"5738","Mfran_g25807 ",0.507173,"heavily"
"5739","Mfran_g25809 ",0.421672,"heavily"
"5740","Mfran_g25811 ",0.639643,"weakly"
"5741","Mfran_g25818.2 ",0.653985,"weakly"
"5742","Mfran_g25819 ",0.927701,"weakly"
"5743","Mfran_g25822 ",0.828691,"weakly"
"5744","Mfran_g25827 ",0.792805,"weakly"
"5745","Mfran_g25830 ",0.728499,"weakly"
"5746","Mfran_g25833 ",0.308964,"heavily"
"5747","Mfran_g25838 ",0.853853,"weakly"
"5748","Mfran_g25839 ",0.731944,"weakly"
"5749","Mfran_g25841 ",0.312662,"heavily"
"5750","Mfran_g25848 ",0.644074,"weakly"
"5751","Mfran_g25850 ",0.406435,"heavily"
"5752","Mfran_g25854 ",0.691652,"weakly"
"5753","Mfran_g25856 ",0.367366,"heavily"
"5754","Mfran_g25858 ",0.538789,"heavily"
"5755","Mfran_g25859 ",1.05152,"weakly"
"5756","Mfran_g25860 ",0.937617,"weakly"
"5757","Mfran_g25861 ",0.779022,"weakly"
"5758","Mfran_g25863 ",0.449891,"heavily"
"5759","Mfran_g25864 ",0.867566,"weakly"
"5760","Mfran_g25867 ",0.84263,"weakly"
"5761","Mfran_g25870 ",1.07804,"weakly"
"5762","Mfran_g25872.1 ",0.626832,"weakly"
"5763","Mfran_g25874 ",0.857817,"weakly"
"5764","Mfran_g25875 ",1.00705,"weakly"
"5765","Mfran_g25876 ",0.87005,"weakly"
"5766","Mfran_g25879 ",0.491349,"heavily"
"5767","Mfran_g25885 ",0.693161,"weakly"
"5768","Mfran_g25886 ",0.911154,"weakly"
"5769","Mfran_g25887 ",1.0006,"weakly"
"5770","Mfran_g25888 ",0.776217,"weakly"
"5771","Mfran_g25889 ",0.663613,"weakly"
"5772","Mfran_g25890 ",0.537341,"heavily"
"5773","Mfran_g25892 ",0.536981,"heavily"
"5774","Mfran_g25896 ",0.605579,"weakly"
"5775","Mfran_g25897 ",0.854924,"weakly"
"5776","Mfran_g25900 ",0.644361,"weakly"
"5777","Mfran_g25902 ",0.962307,"weakly"
"5778","Mfran_g25904 ",0.770437,"weakly"
"5779","Mfran_g25905 ",0.537062,"heavily"
"5780","Mfran_g25906 ",0.896176,"weakly"
"5781","Mfran_g25907 ",0.955302,"weakly"
"5782","Mfran_g25909 ",0.824225,"weakly"
"5783","Mfran_g25912c ",0.970298,"weakly"
"5784","Mfran_g25915 ",0.936065,"weakly"
"5785","Mfran_g25916 ",1.05662,"weakly"
"5786","Mfran_g25918 ",1.16993,"weakly"
"5787","Mfran_g25919.1 ",0.670364,"weakly"
"5788","Mfran_g25920.1 ",0.502641,"heavily"
